000004	9.36668
000005	9.36668
000006	9.36668
000007	9.36668
000008	9.36668
000009	9.36668
000010	9.36668
000011	11.3667
000012	11.3667
000013	11.3667
000014	11.3667
000015	11.3667
000023	13.3667
000024	13.3667
000025	13.3667
000026	13.3667
000027	13.3667
000028	13.3667
000037	15.3667
000038	15.3667
000039	15.3667
000040	15.3667
000048	17.3667
000049	17.3667
000050	17.3667
000051	19.3667
000052	19.3667
000053	19.3667
000054	19.3667
000055	19.3667
000059	19.3667
000060	19.3667
000068	21.3667
000069	21.3667
000070	21.3667
000071	23.3667
000072	23.3667
000073	23.3667
000074	23.3667
000086	25.3667
000087	25.3667
000088	25.3667
000089	25.3667
000090	25.3667
000098	27.3667
000099	27.3667
000100	27.3667
000101	29.3667
000102	29.3667
000103	29.3667
000104	29.3667
000110	29.3667
